,datetime,speed,energyConsumption,trafficCongestion,carCrash,pedestrianDeath,treatment,post,interaction,week
28,2021-04-29,39.45320842147678,8.57898105570666,2.9060139014808097,0.003223531782008663,0.0003022061045633122,0,0,0,-5
29,2021-04-30,39.46493005306319,8.5766660395562,2.9455861070911724,0.0023154848046309695,0.0005788712011577424,0,0,0,-5
30,2021-05-01,39.434,8.5381601,3.0,0.0026666666666666666,0.00025,0,0,0,-5
31,2021-05-02,39.41616666666667,8.586857310000001,3.0,0.0028333333333333335,0.0005,0,0,0,-5
32,2021-05-03,39.58310358408822,8.5454318786924,2.9628790862544307,0.00265852697912564,0.00019692792437967703,0,0,0,-5
33,2021-05-04,39.57326940365598,8.555591697133154,2.9582459294775747,0.0034961542303466185,0.000399560483468185,0,0,0,-4
34,2021-05-05,39.544,8.552540038095238,2.987142857142857,0.002761904761904762,0.0006666666666666666,0,0,0,-4
35,2021-05-06,39.41700323101777,8.581858507673669,2.9131663974151856,0.0024232633279483036,0.00020193861066235866,0,0,0,-4
36,2021-05-07,39.47443542868316,8.574658400625673,2.935673086323199,0.002932838009580604,0.0004888063349301007,0,0,0,-4
37,2021-05-08,39.4755,8.571751088333334,3.0,0.0035833333333333333,0.0003333333333333333,0,0,0,-4
38,2021-05-09,39.503083333333336,8.580397928333335,3.0,0.003916666666666666,0.0006666666666666666,0,0,0,-4
39,2021-05-10,39.498333986671895,8.561895789886321,2.949235593884751,0.0024500196001568013,0.0007840062720501764,0,0,0,-4
40,2021-05-11,39.54191033138402,8.559180495126707,2.9435672514619884,0.0028265107212475634,0.0005847953216374269,0,0,0,-3
41,2021-05-12,39.52291183294663,8.558955131477186,2.9678074245939676,0.003576952822892498,0.0002900232018561485,0,0,0,-3
42,2021-05-13,39.5832840528287,8.572317912477825,2.922629607727183,0.0036467573427951903,0.00029568302779420464,0,0,0,-3
43,2021-05-14,39.5404437369416,8.568551957019203,2.9015023380758134,0.003780718336483932,0.0002984777634066262,0,0,0,-3
44,2021-05-15,39.41375,8.569164563333334,3.0,0.0019166666666666666,0.00075,0,0,0,-3
45,2021-05-16,39.556666666666665,8.56157668,3.0,0.002916666666666667,0.0005833333333333334,0,0,0,-3
46,2021-05-17,39.553675145203286,8.55933218906469,2.9149809733627077,0.0026036451031444022,0.0002002803925495694,0,0,0,-3
47,2021-05-18,39.59693417493237,8.53230414387336,2.950706342049895,0.0038072337441138163,0.0005009518084360284,0,0,0,-2
48,2021-05-19,39.4178384481166,8.55718543775018,2.8983885866776147,0.002565944780868316,0.0009237401211125936,0,0,0,-2
49,2021-05-20,39.43889447236181,8.575697101507538,2.9300502512562816,0.0021105527638190956,0.0005025125628140704,0,0,0,-2
50,2021-05-21,39.478591160220994,8.57861304459353,2.9511641673243885,0.002861089187056038,0.00029597474348855567,0,0,0,-2
51,2021-05-22,39.41566666666667,8.604325168333334,3.0,0.0026666666666666666,0.0004166666666666667,0,0,0,-2
52,2021-05-23,39.48866666666667,8.566553465,3.0,0.003416666666666667,0.00025,0,0,0,-2
53,2021-05-24,39.56562659846547,8.55599251764706,2.9009718670076725,0.0025575447570332483,0.00030690537084398974,0,0,0,-2
54,2021-05-25,39.546003898635476,8.549776980506824,2.9456140350877194,0.0036062378167641324,0.0003898635477582846,0,0,0,-1
55,2021-05-26,39.50177423995397,8.569853936894601,2.985806080368275,0.0026853361465426296,0.00038361944950609,0,0,0,-1
56,2021-05-27,39.5628719523901,8.566682996736418,2.9648684968324055,0.0030716068343252063,0.0004799385678633135,0,0,0,-1
57,2021-05-28,39.43001399720056,8.559416350729855,2.93121375724855,0.0030993801239752048,0.00029994001199760045,0,0,0,-1
58,2021-05-29,39.42666666666667,8.590839458333335,3.0,0.002,0.00016666666666666666,0,0,0,-1
59,2021-05-30,39.450916666666664,8.561404915,3.0,0.002416666666666667,0.0005,0,0,0,-1
60,2021-05-31,39.557942973523424,8.572455885947049,2.8879837067209775,0.0025458248472505093,0.00020366598778004074,0,0,0,-1
61,2021-06-01,39.50263959390863,8.562620661928936,2.9141116751269034,0.0027411167512690357,0.0005076142131979696,0,1,0,0
62,2021-06-02,39.527725424065075,8.560901852990776,2.954766392222994,0.002876698740204345,0.0009919650828290843,0,1,0,0
63,2021-06-03,39.4150999114086,8.555449400531549,2.953341864356728,0.0023624372477606065,0.0001968697706467172,0,1,0,0
64,2021-06-04,39.544414867396235,8.589412363206153,2.9550428867199052,0.0030562949817608204,0.00019718032140392388,0,1,0,0
65,2021-06-05,39.574666666666666,8.577114296666668,3.0,0.003,0.0004166666666666667,0,1,0,0
66,2021-06-06,39.475833333333334,8.586514193333334,3.0,0.0028333333333333335,0.00025,0,1,0,0
67,2021-06-07,39.46022557141431,8.567887747280169,2.935522507236251,0.0034933626110390257,0.0004990518015770037,0,1,0,0
68,2021-06-08,39.52619024902204,8.555563037878066,2.964698024997615,0.0028623222974906975,9.541074324968991e-05,0,1,0,1
69,2021-06-09,39.517757382282525,8.579780676376698,2.946927374301676,0.002793296089385475,0.00029928172386272945,0,1,0,1
70,2021-06-10,39.55288753799392,8.559816265450863,2.921276595744681,0.003850050658561297,0.0006079027355623101,0,1,0,1
71,2021-06-11,39.54452455183164,8.549183949727203,2.9567420109119253,0.002338269680436477,0.0003897116134060795,0,1,0,1
72,2021-06-12,39.53875,8.555873141666668,3.0,0.0028333333333333335,0.0003333333333333333,0,1,0,1
73,2021-06-13,39.449416666666664,8.562756513333333,3.0,0.002916666666666667,0.0004166666666666667,0,1,0,1
74,2021-06-14,39.525680693069305,8.586848735561057,2.9122318481848186,0.0027846534653465345,0.0003094059405940594,0,1,0,1
75,2021-06-15,39.54005934718101,8.534986920647077,2.9854503685268496,0.003158801569828659,0.0007657700775342204,0,1,0,2
76,2021-06-16,39.536837913182,8.58240978096376,2.945937873357228,0.002289924332935086,0.0002986857825567503,0,1,0,2
77,2021-06-17,39.58325093929207,8.533331579988136,2.935534902115879,0.002966185485465691,0.0006921099466086612,0,1,0,2
78,2021-06-18,39.5248375812094,8.545263794102949,2.905847076461769,0.001999000499750125,0.0005997001499250374,0,1,0,2
79,2021-06-19,39.54575,8.553784765,3.0,0.002416666666666667,0.0003333333333333333,0,1,0,2
80,2021-06-20,39.49633333333333,8.588482958333334,3.0,0.00275,0.00025,0,1,0,2
81,2021-06-21,39.471943127962085,8.57106847393365,3.0,0.0034123222748815166,0.0003791469194312796,0,1,0,2
82,2021-06-22,39.43769330539759,8.576226742492269,2.922178988326848,0.0021949516112940238,0.00019954105557218397,0,1,0,3
83,2021-06-23,39.52210078344134,8.585616599284265,2.9648902214914403,0.003288519199148854,0.0006770480704129993,0,1,0,3
84,2021-06-24,39.48475055544335,8.575232746919815,2.911331044233488,0.0037366188648757827,0.00020197939810139365,0,1,0,3
85,2021-06-25,39.425268129489325,8.570538171799665,2.94666929056381,0.0036406572862343798,9.839614287119945e-05,0,1,0,3
86,2021-06-26,39.523583333333335,8.566586708333334,3.0,0.0031666666666666666,0.00016666666666666666,0,1,0,3
87,2021-06-27,39.58208333333334,8.560475666666667,3.0,0.0031666666666666666,0.00025,0,1,0,3
88,2021-06-28,39.532744736586785,8.557607018531096,2.9802076258853205,0.002425536043465606,0.00038808576695449696,0,1,0,3
89,2021-06-29,39.401405107756574,8.608204285578658,3.0,0.0026583119718978448,0.0006645779929744612,0,1,0,4
90,2021-06-30,39.46467787387037,8.610295450393549,2.9532601302108636,0.0030123408803809154,0.00038868914585560196,0,1,0,4
91,2021-07-01,39.4851598173516,8.572445081811264,2.970414764079148,0.0025684931506849314,0.0006659056316590563,0,1,0,4
92,2021-07-02,39.465311625012966,8.582995627916624,2.899408897645961,0.0024888520170071554,0.0005185108368764908,0,1,0,4
93,2021-07-03,39.494,8.587513788333334,3.0,0.0036666666666666666,0.00025,0,1,0,4
94,2021-07-04,39.45441666666667,8.563163306666668,3.0,0.0030833333333333333,0.0004166666666666667,0,1,0,4
95,2021-07-05,39.534553038202674,8.534875988245332,2.987960944165324,0.0020855057351407717,0.00028438714570101434,0,1,0,4
96,2021-07-06,39.49445915465333,8.568788284789646,2.9506717662057467,0.0019613611846621554,0.0005884083553986466,0,1,0,5
97,2021-07-07,39.53724583212875,8.55989189553821,2.9714753782403394,0.00327647682374482,0.00019273393080851883,0,1,0,5
98,2021-07-08,39.4701618508589,8.56831016780856,2.9429053718597955,0.002978850163836759,0.0005957700327673518,0,1,0,5
99,2021-07-09,39.53333333333333,8.563382392772231,2.9827864954826437,0.0038040893961008085,0.0005706134094151213,0,1,0,5
100,2021-07-10,39.51691666666667,8.552346093333334,3.0,0.002,0.0005833333333333334,0,1,0,5
101,2021-07-11,39.49525,8.57525509,3.0,0.0028333333333333335,0.0004166666666666667,0,1,0,5
102,2021-07-12,39.576696464851686,8.5427000365705,2.8959772450223484,0.0029459569280780172,0.000304754164973588,0,1,0,5
103,2021-07-13,39.51733333333333,8.549790755555557,2.9463703703703703,0.0021728395061728395,0.0004938271604938272,0,1,0,6
104,2021-07-14,39.535534469403565,8.575562480635169,2.9660147172734312,0.0034856700232378003,0.0005809450038729666,0,1,0,6
105,2021-07-15,39.46414438760738,8.554555674162726,2.9859086960718075,0.002798957629572435,0.0,0,1,0,6
106,2021-07-16,39.501274010192084,8.557426903175227,2.9696197569580556,0.0027440219521756176,0.0005880047040376323,0,1,0,6
107,2021-07-17,39.56825,8.550706385000002,3.0,0.002916666666666667,0.0006666666666666666,0,1,0,6
108,2021-07-18,39.574666666666666,8.564386420000002,3.0,0.0035,0.0003333333333333333,0,1,0,6
109,2021-07-19,39.52953502294951,8.560597417681102,2.948912392735981,0.002394731590500898,0.00019956096587507485,0,1,0,6
110,2021-07-20,39.49961081922553,8.557907252383732,2.965362911072193,0.002626970227670753,0.0005837711617046118,0,1,0,7
111,2021-07-21,39.48567435359888,8.560252762304085,2.9385045422781273,0.0016971149046620744,0.0003993211540381352,0,1,0,7
112,2021-07-22,39.48979998009752,8.564042511692707,2.9457657478356056,0.002985371678774007,0.0006965867250472683,0,1,0,7
113,2021-07-23,39.56762814266225,8.577833576300918,2.9423114402650556,0.0037029818748781913,0.00048723445722081467,0,1,0,7
114,2021-07-24,39.47825,8.579453865000001,3.0,0.0028333333333333335,0.0005,0,1,0,7
115,2021-07-25,39.491083333333336,8.569530056666668,3.0,0.002416666666666667,0.0005,0,1,0,7
116,2021-07-26,39.55683971201213,8.566997019704434,3.0,0.0028419856006062904,9.473285335354301e-05,0,1,0,7
117,2021-07-27,39.44926824476967,8.561230875159612,2.9291818092525292,0.0033395540713093016,0.00039288871427168253,0,1,0,8
118,2021-07-28,39.485818671281606,8.538685701374868,2.967599269301029,0.004038073262186328,0.0005768676088837611,0,1,0,8
119,2021-07-29,39.50262402218041,8.569903576591743,2.933062679473215,0.0016833349836617487,0.0006931379344489553,0,1,0,8
120,2021-07-30,39.50101991257892,8.588356122389511,2.9656143759106364,0.0018455560951918407,9.713453132588635e-05,0,1,0,8
121,2021-07-31,39.316,8.66583724,3.0,0.006,0.002,0,1,0,8
122,2021-04-01,39.41975724881996,8.564477680377614,2.7992245448415374,0.0026972353337828725,0.0005057316250842886,0,0,0,-9
123,2021-04-02,39.56074911004488,8.583594632409845,2.909301965639994,0.0032502708559046588,0.0009286488159727596,0,0,0,-9
124,2021-04-03,39.511877742472386,8.560464000605236,3.0,0.003026176426085641,0.0007565441065214102,0,0,0,-9
125,2021-04-04,39.56686974180447,8.513003849724399,3.0,0.0026109660574412533,0.000725268349289237,0,0,0,-9
126,2021-04-05,39.57367447595561,8.552125255856968,2.904438964241677,0.0018495684340320592,0.0006165228113440197,0,0,0,-9
127,2021-04-06,39.528444369860715,8.539158070145998,2.8650780332270513,0.002013760698103709,0.0006712535660345696,0,0,0,-8
128,2021-04-07,39.59194960823475,8.562322295283455,2.849131971116915,0.0032263020433246276,0.00030726686126901216,0,0,0,-8
129,2021-04-08,39.5494837172359,8.566297995234315,2.84527402700556,0.0030182684670373313,0.0003177124702144559,0,0,0,-8
130,2021-04-09,39.46692546583851,8.562598335403727,2.872670807453416,0.002329192546583851,0.00015527950310559007,0,0,0,-8
131,2021-04-10,39.51307523739956,8.57129603214025,3.0,0.0020452885317750183,0.0,0,0,0,-8
132,2021-04-11,39.35820244328098,8.582138342059338,2.971058755090169,0.0033449680046538687,0.0007271669575334497,0,0,0,-8
133,2021-04-12,39.36496014714899,8.610273329245862,2.8586756591048434,0.003678724708767627,0.00030656039239730225,0,0,0,-8
134,2021-04-13,39.54985799936889,8.56865947617545,2.9069106973808774,0.0020511202272010098,0.0003155569580309246,0,0,0,-7
135,2021-04-14,39.5006512536633,8.575325949202215,2.8215564962552913,0.0013025073266037122,0.0,0,0,0,-7
136,2021-04-15,39.45493630573248,8.57304836624204,2.8805732484076434,0.003662420382165605,0.0009554140127388535,0,0,0,-7
137,2021-04-16,39.45863030678649,8.58532213511001,2.8760458630306784,0.002014254725751472,0.0001549426712116517,0,0,0,-7
138,2021-04-17,39.51880022962113,8.547941506888636,2.971297359357061,0.0037313432835820895,0.0002870264064293915,0,0,0,-7
139,2021-04-18,39.51763169351328,8.528738293426208,3.0,0.0030474531998258597,0.00043535045711797995,0,0,0,-7
140,2021-04-19,39.482354828360606,8.567935794032724,2.8610843760025664,0.0036894449791466154,0.0003208213025344883,0,0,0,-7
141,2021-04-20,39.534723310863775,8.555239727229974,2.9131525317447875,0.002978523279510895,0.0004702931493964571,0,0,0,-6
142,2021-04-21,39.51689976689977,8.546305661421911,2.875874125874126,0.004224941724941725,0.00043706293706293706,0,0,0,-6
143,2021-04-22,39.53600980692614,8.544483251608948,2.8608642353662272,0.002451731535396874,0.00045969966288691386,0,0,0,-6
144,2021-04-23,39.56667185311965,8.553191980706394,2.8851719309164463,0.0023339038431616616,0.00015559358954411078,0,0,0,-6
145,2021-04-24,39.565378582632256,8.558894607158136,3.0,0.0034222158847853987,0.0007129616426636247,0,0,0,-6
146,2021-04-25,39.391768292682926,8.558110931263858,3.0,0.002633037694013304,0.0005543237250554324,0,0,0,-6
147,2021-04-26,39.58275520317146,8.593017261314834,2.880409646514701,0.003468780971258672,0.00016518004625041294,0,0,0,-6
148,2021-04-27,39.510516574120814,8.564917186606092,2.8711088675752987,0.002187447417129396,0.0005047955577990914,0,0,0,-5
149,2021-04-28,39.409233668341706,8.593699532035178,2.8910175879396984,0.0021984924623115578,0.000785175879396985,0,0,0,-5
150,2021-04-29,39.523830801310694,8.608483294608282,2.8894846589216563,0.003127792672028597,0.00014894250819183795,0,0,0,-5
151,2021-04-30,39.53141859727071,8.577127781656618,2.8905109489051095,0.0023801967629324024,0.00031735956839098697,0,0,0,-5
152,2021-05-01,39.46735549565738,8.572340368373766,2.970500149745433,0.002395926924228811,0.0,0,0,0,-5
153,2021-05-02,39.498223558349274,8.561449685706478,3.0,0.0038261820169445205,0.00013664935774801857,0,0,0,-5
154,2021-05-03,39.573078192015835,8.560511210821511,2.8766083800725832,0.004124051468162322,0.0003299241174529858,0,0,0,-5
155,2021-05-04,39.58768249706326,8.525679483134756,2.868098674274207,0.003020641047155563,0.0001678133915086424,0,0,0,-4
156,2021-05-05,39.44705882352941,8.562028262796028,2.892742551566081,0.0027501909854851033,0.0007639419404125286,0,0,0,-4
157,2021-05-06,39.478343344925705,8.588367944988935,2.900411002213089,0.0030034777110338287,0.0003161555485298767,0,0,0,-4
158,2021-05-07,39.590886979082214,8.572741219393547,2.850818874655424,0.002107994162477704,0.00032430679422733907,0,0,0,-4
159,2021-05-08,39.431521583249676,8.59043563172236,3.0,0.002294564749749032,0.000286820593718629,0,0,0,-4
160,2021-05-09,39.546170365068,8.566657488904797,3.0,0.003435934144595562,0.000572655690765927,0,0,0,-4
161,2021-05-10,39.556358138753566,8.573936307743995,2.8793885435914666,0.0023517554174365867,0.0005039475894506972,0,0,0,-4
162,2021-05-11,39.45015772870662,8.589666523659307,2.820820189274448,0.003470031545741325,0.0001577287066246057,0,0,0,-3
163,2021-05-12,39.56511136400585,8.51984168427898,2.8016582669484635,0.002438627865387742,0.0003251503820516989,0,0,0,-3
164,2021-05-13,39.43517492480608,8.57455903435175,2.865759062846288,0.0031660598385309484,0.0006332119677061897,0,0,0,-3
165,2021-05-14,39.58338720103426,8.557606923076923,2.8862314156431803,0.003070458952811894,0.0003232062055591467,0,0,0,-3
166,2021-05-15,39.47473178994918,8.556656377752683,3.0,0.0023997741389045735,0.00042348955392433656,0,0,0,-3
167,2021-05-16,39.52608274526083,8.56372392970804,3.0,0.0023522900235229,0.0002767400027674,0,0,0,-3
168,2021-05-17,39.458796025715955,8.5830263471654,2.917884278199883,0.002483927527761543,0.00043834015195791935,0,0,0,-3
169,2021-05-18,39.5853581070351,8.57229737335239,2.8802604414800697,0.0019056693663649356,0.0003176115610608226,0,0,0,-2
170,2021-05-19,39.47825391749281,8.538325817077071,2.850655580428526,0.002078669651423089,0.00047969299648225136,0,0,0,-2
171,2021-05-20,39.543595809395065,8.54887622507604,2.8455559310577896,0.0016897600540723217,0.0003379520108144643,0,0,0,-2
172,2021-05-21,39.59040024536114,8.558365345805859,2.882533353780095,0.001686857843888974,0.0,0,0,0,-2
173,2021-05-22,39.518728222996515,8.58259893147503,2.971109175377468,0.003629500580720093,0.00043554006968641115,0,0,0,-2
174,2021-05-23,39.42875069715561,8.590730108756276,3.0,0.003485778025655326,0.0005577244841048522,0,0,0,-2
175,2021-05-24,39.45875654047399,8.554090680209297,2.8753462603878117,0.0035395506309633734,0.0001538935056940597,0,0,0,-2
176,2021-05-25,39.41148248840557,8.578101122661124,2.8938109707340476,0.002878618263233648,0.00015992323684631377,0,0,0,-1
177,2021-05-26,39.45323960880196,8.588497451100245,2.903117359413203,0.0024449877750611247,0.0,0,0,0,-1
178,2021-05-27,39.54232633279483,8.54956500161551,2.8694668820678513,0.004361873990306946,0.0004846526655896607,0,0,0,-1
179,2021-05-28,39.56001337345369,8.557262173186226,2.900702106318957,0.0025075225677031092,0.0,0,0,0,-1
180,2021-05-29,39.5339444285305,8.553122938985965,3.0,0.002864508736751647,0.0002864508736751647,0,0,0,-1
181,2021-05-30,39.47208121827411,8.55138807106599,3.0,0.0023970671178793006,0.0007050197405527354,0,0,0,-1
182,2021-05-31,39.50209837166359,8.603998529461139,2.8143360752056403,0.002518045996306866,0.0006714789323484975,0,0,0,-1
183,2021-06-01,39.53445635528331,8.551283546026886,2.771822358346095,0.0030627871362940277,0.00017015484090522376,0,1,0,0
184,2021-06-02,39.4654004954583,8.564565539223782,2.8916597853014037,0.0028075970272502066,0.00016515276630883568,0,1,0,0
185,2021-06-03,39.52793338380015,8.579956687358063,2.8928084784254353,0.003936411809235428,0.0001514004542013626,0,1,0,0
186,2021-06-04,39.69771774569166,8.531161301040212,2.8205247632355226,0.0035708740878745535,0.0003105107902499612,0,1,0,0
187,2021-06-05,39.69258563376211,8.547595140916318,3.0,0.0026015320132967193,0.0,0,1,0,0
188,2021-06-06,39.53210480852289,8.571946832709473,3.0,0.0034552260293694214,0.0004319032536711777,0,1,0,0
189,2021-06-07,39.53118574366004,8.572772446881427,2.809801233721727,0.0025702535983550376,0.00017135023989033586,0,1,0,0
190,2021-06-08,39.58496567888833,8.54287596852503,2.8617110329817512,0.0008371002846140967,0.0006696802276912774,0,1,0,1
191,2021-06-09,39.50296319401123,8.585460673736744,2.867436057392389,0.0018714909544603868,0.0006238303181534623,0,1,0,1
192,2021-06-10,39.512953367875646,8.571852953367877,2.8830958549222796,0.0038860103626943004,0.0003238341968911917,0,1,0,1
193,2021-06-11,39.46266621206955,8.590620023866348,2.8973747016706444,0.002386634844868735,0.0006818956699624957,0,1,0,1
194,2021-06-12,39.58195883812582,8.538902963071086,3.0,0.003795066413662239,0.0010217486498321413,0,1,0,1
195,2021-06-13,39.50760563380282,8.582052343661973,3.0,0.0023943661971830986,0.00028169014084507044,0,1,0,1
196,2021-06-14,39.47163882917149,8.586004865222426,2.916983628245411,0.003803538944931371,0.000165371258475277,0,1,0,1
197,2021-06-15,39.54494382022472,8.546847965043696,2.894194756554307,0.0026529338327091136,0.000780274656679151,0,1,0,2
198,2021-06-16,39.535523547499594,8.557062822463182,2.8689108269946595,0.004045962129794465,0.0003236769703835572,0,1,0,2
199,2021-06-17,39.59410952600092,8.569574272127628,2.8990642736616046,0.0032213529682466636,0.0007669888019634913,0,1,0,2
200,2021-06-18,39.39799619968907,8.580687078942823,2.8548972188633615,0.0032820867161858698,0.00017274140611504577,0,1,0,2
201,2021-06-19,39.49023521026372,8.591985211689238,3.0,0.002851033499643621,0.0005702066999287242,0,1,0,2
202,2021-06-20,39.49232374422418,8.576488093605604,3.0,0.0031301237144134744,0.00014905351021016544,0,1,0,2
203,2021-06-21,39.488544691836076,8.544279490158116,2.877057115198451,0.0025814778960955146,0.000484027105517909,0,1,0,2
204,2021-06-22,39.54907590166876,8.566564295711467,2.865422573120402,0.003409294814283151,0.00017943656917279743,0,1,0,3
205,2021-06-23,39.51890926797598,8.568675046258726,2.843207271546827,0.0022723583833793217,0.00016231131309852296,0,1,0,3
206,2021-06-24,39.53771418477301,8.576854693517047,2.888712241653418,0.0019431195901784136,0.0005299417064122947,0,1,0,3
207,2021-06-25,39.49086614173228,8.608323738582678,2.887244094488189,0.003779527559055118,0.0,0,1,0,3
208,2021-06-26,39.5102252519265,8.560292880853588,3.0,0.0026674570243034974,0.0002963841138114997,0,1,0,3
209,2021-06-27,39.44647758462946,8.59438207990241,3.0,0.002439768222018908,0.0,0,1,0,3
210,2021-06-28,39.50697382855352,8.585455812568563,2.868672621846106,0.002194013477511362,0.0004701457451810061,0,1,0,3
211,2021-06-29,39.44583883751651,8.571908018494057,2.859313077939234,0.002476882430647292,0.00033025099075297226,0,1,0,4
212,2021-06-30,39.64949884348496,8.559963540478027,2.875096376252891,0.0041634541249036235,0.00015420200462606013,0,1,0,4
213,2021-07-01,39.637328230996694,8.545991678552793,2.8862410854061578,0.003478865889719951,0.00034788658897199514,0,1,0,4
214,2021-07-02,39.57672614429791,8.547547118696665,2.89511249030256,0.003568657874321179,0.0003103180760279286,0,1,0,4
215,2021-07-03,39.48580769802348,8.578706473473028,3.0,0.004755535740823302,0.00044583147570218456,0,1,0,4
216,2021-07-04,39.57664337658634,8.584197005561101,3.0,0.002424069585056324,0.00028518465706544986,0,1,0,4
217,2021-07-05,39.58682073703935,8.571770796377265,2.8953778888194877,0.0024984384759525295,0.00046845721424109934,0,1,0,4
218,2021-07-06,39.534913516976296,8.579580214606024,2.837924407431134,0.003042921204356182,0.00032030749519538755,0,1,0,5
219,2021-07-07,39.4429613534068,8.58970022349837,2.8435511407729317,0.003259351233897253,0.0004656216048424647,0,1,0,5
220,2021-07-08,39.47679614987968,8.569982196631146,2.8525266414575454,0.002578205568924029,0.00017188037126160193,0,1,0,5
221,2021-07-09,39.439854384298826,8.579555087052865,2.87147831592276,0.0030072807850585626,0.00031655587211142766,0,1,0,5
222,2021-07-10,39.56051655447177,8.525496021431517,2.9726610798186566,0.003571919219673032,0.0002747630168979255,0,1,0,5
223,2021-07-11,39.53229262320171,8.580392653810836,2.9695439240893786,0.003367003367003367,0.0004591368227731864,0,1,0,5
224,2021-07-12,39.494974874371856,8.57204731155779,2.8618090452261304,0.0029836683417085426,0.000314070351758794,0,1,0,5
225,2021-07-13,39.58152734778122,8.553741764705883,2.8424492604059166,0.0041279669762641896,0.0003439972480220158,0,1,0,6
226,2021-07-14,39.53434668225665,8.53518695703011,2.8526746565331775,0.0029231218941829875,0.00029231218941829873,0,1,0,6
227,2021-07-15,39.58550155457372,8.533430145639013,2.8438880706921945,0.002454590083456063,0.00016363933889707084,0,1,0,6
228,2021-07-16,39.42317173377157,8.561045147082991,2.831881676253081,0.002629416598192276,0.0,0,1,0,6
229,2021-07-17,39.46551955908052,8.528294808441995,3.0,0.002285253394273424,0.00040328001075413364,0,1,0,6
230,2021-07-18,39.47776290346572,8.56111255094452,3.0,0.003272348653874758,0.0004462293618920125,0,1,0,6
231,2021-07-19,39.54666035054476,8.586983025422391,2.888836254539713,0.0020527396178746248,0.00015790304752881732,0,1,0,6
232,2021-07-20,39.449965493443756,8.572338492063494,2.881297446514838,0.002933057280883368,0.0,0,1,0,7
233,2021-07-21,39.43519824478922,8.574754389594109,2.817896881366557,0.0028208744710860366,0.0001567152483936687,0,1,0,7
